,user_id,time,gender,age_group,spend_amount
919,1000-0020-1635-FAKE,22/06/2015 18:08,FEMALE,40-49,549
920,1000-0020-2974-FAKE,22/06/2015 21:36,FEMALE,40-49,99
921,1000-0001-4504-FAKE,23/06/2015 14:52,FEMALE,30-34,399
922,1000-0004-5136-FAKE,23/06/2015 05:12,FEMALE,25-29,549
923,1000-0010-7175-FAKE,23/06/2015 19:32,FEMALE,50-64,99
924,1000-0012-7463-FAKE,23/06/2015 00:11,FEMALE,18-24,299
925,1000-0015-7218-FAKE,23/06/2015 08:07,FEMALE,50-64,299
926,1000-0017-3773-FAKE,23/06/2015 01:54,FEMALE,50-64,399
927,1000-0017-4638-FAKE,23/06/2015 06:14,FEMALE,13-17,99
928,1000-0018-3631-FAKE,23/06/2015 04:57,FEMALE,18-24,549
929,1000-0018-3782-FAKE,23/06/2015 06:32,FEMALE,35-39,99
930,1000-0019-1867-FAKE,23/06/2015 08:31,FEMALE,40-49,99
931,1000-0019-7396-FAKE,23/06/2015 17:12,MALE,50-64,399
932,1000-0019-9395-FAKE,23/06/2015 13:50,FEMALE,13-17,299
933,1000-0020-2437-FAKE,23/06/2015 01:05,FEMALE,18-24,99
934,1000-0021-9734-FAKE,23/06/2015 23:13,FEMALE,30-34,299
935,1000-0006-3461-FAKE,24/06/2015 12:19,FEMALE,18-24,999
936,1000-0010-7175-FAKE,24/06/2015 12:15,FEMALE,50-64,99
937,1000-0011-8890-FAKE,24/06/2015 11:47,FEMALE,50-64,299
938,1000-0013-2905-FAKE,24/06/2015 05:51,UNKNOWN,UNKNOWN,99
939,1000-0014-0125-FAKE,24/06/2015 05:04,FEMALE,30-34,549
940,1000-0015-7218-FAKE,24/06/2015 15:54,FEMALE,50-64,99
941,1000-0017-3773-FAKE,24/06/2015 08:17,FEMALE,50-64,399
942,1000-0017-9710-FAKE,24/06/2015 10:05,MALE,30-34,299
943,1000-0019-3963-FAKE,24/06/2015 21:18,FEMALE,50-64,99
944,1000-0019-7396-FAKE,24/06/2015 06:52,MALE,50-64,1999
945,1000-0020-2893-FAKE,24/06/2015 11:50,FEMALE,30-34,299
946,1000-0000-1168-FAKE,25/06/2015 05:45,FEMALE,25-29,299
947,1000-0003-6210-FAKE,25/06/2015 16:19,MALE,30-34,399
948,1000-0007-9866-FAKE,25/06/2015 05:54,FEMALE,30-34,299
949,1000-0008-4471-FAKE,25/06/2015 13:50,FEMALE,50-64,999
950,1000-0011-8890-FAKE,25/06/2015 08:37,FEMALE,50-64,299
951,1000-0014-0125-FAKE,25/06/2015 03:25,FEMALE,30-34,1999
952,1000-0015-8709-FAKE,25/06/2015 10:36,FEMALE,40-49,99
953,1000-0017-3773-FAKE,25/06/2015 18:51,FEMALE,50-64,299
954,1000-0018-3631-FAKE,25/06/2015 09:10,FEMALE,18-24,399
955,1000-0018-7699-FAKE,25/06/2015 04:10,FEMALE,30-34,2499
956,1000-0008-4471-FAKE,26/06/2015 13:03,FEMALE,50-64,99
957,1000-0010-2178-FAKE,26/06/2015 07:47,FEMALE,50-64,549
958,1000-0011-8890-FAKE,26/06/2015 02:14,FEMALE,50-64,299
959,1000-0013-2905-FAKE,26/06/2015 16:39,UNKNOWN,UNKNOWN,99
960,1000-0016-4480-FAKE,26/06/2015 16:35,FEMALE,18-24,299
961,1000-0018-0601-FAKE,26/06/2015 08:53,FEMALE,40-49,99
962,1000-0018-0611-FAKE,26/06/2015 00:55,FEMALE,25-29,99
963,1000-0019-3963-FAKE,26/06/2015 10:03,FEMALE,50-64,299
964,1000-0019-5741-FAKE,26/06/2015 17:18,FEMALE,13-17,399
965,1000-0019-9395-FAKE,26/06/2015 14:36,FEMALE,13-17,99
966,1000-0020-2893-FAKE,26/06/2015 19:30,FEMALE,30-34,999
967,1000-0020-9813-FAKE,26/06/2015 06:43,FEMALE,25-29,299
968,1000-0021-1007-FAKE,26/06/2015 06:52,MALE,18-24,99
969,1000-0000-1168-FAKE,27/06/2015 11:03,FEMALE,25-29,399
970,1000-0005-9382-FAKE,27/06/2015 21:24,FEMALE,25-29,99
971,1000-0008-4471-FAKE,27/06/2015 15:33,FEMALE,50-64,399
972,1000-0013-5325-FAKE,27/06/2015 18:54,UNKNOWN,UNKNOWN,1499
973,1000-0014-0125-FAKE,27/06/2015 09:39,FEMALE,30-34,99
974,1000-0015-0573-FAKE,27/06/2015 10:19,FEMALE,50-64,399
975,1000-0015-7218-FAKE,27/06/2015 01:55,FEMALE,50-64,99
976,1000-0017-9338-FAKE,27/06/2015 08:02,FEMALE,13-17,99
977,1000-0019-2728-FAKE,27/06/2015 10:57,MALE,25-29,399
978,1000-0020-3359-FAKE,27/06/2015 18:27,FEMALE,18-24,99
979,1000-0020-9813-FAKE,27/06/2015 12:45,FEMALE,25-29,399
980,1000-0021-0024-FAKE,27/06/2015 12:59,FEMALE,25-29,299
981,1000-0021-0312-FAKE,27/06/2015 09:33,FEMALE,50-64,549
982,1000-0021-9734-FAKE,27/06/2015 04:46,FEMALE,30-34,99
983,1000-0022-0412-FAKE,27/06/2015 16:18,FEMALE,40-49,299
984,1000-0008-0228-FAKE,28/06/2015 21:22,FEMALE,18-24,999
985,1000-0010-2178-FAKE,28/06/2015 18:02,FEMALE,50-64,999
986,1000-0013-0134-FAKE,28/06/2015 10:17,FEMALE,40-49,99
987,1000-0013-2905-FAKE,28/06/2015 20:37,UNKNOWN,UNKNOWN,99
988,1000-0016-0809-FAKE,28/06/2015 13:02,FEMALE,18-24,299
989,1000-0016-4060-FAKE,28/06/2015 06:02,FEMALE,40-49,399
990,1000-0016-9208-FAKE,28/06/2015 07:11,FEMALE,25-29,399
991,1000-0017-1580-FAKE,28/06/2015 05:44,FEMALE,25-29,999
992,1000-0017-9338-FAKE,28/06/2015 12:16,FEMALE,13-17,299
993,1000-0020-0746-FAKE,28/06/2015 03:04,FEMALE,35-39,99
994,1000-0021-0024-FAKE,28/06/2015 01:50,FEMALE,25-29,99
995,1000-0021-0312-FAKE,28/06/2015 07:10,FEMALE,50-64,399
996,1000-0021-3692-FAKE,28/06/2015 08:08,FEMALE,40-49,299
997,1000-0021-4046-FAKE,28/06/2015 19:07,MALE,40-49,299
998,1000-0005-8294-FAKE,29/06/2015 04:43,FEMALE,40-49,399
999,1000-0013-2905-FAKE,29/06/2015 15:41,UNKNOWN,UNKNOWN,299
1000,1000-0015-7218-FAKE,29/06/2015 13:21,FEMALE,50-64,299
1001,1000-0019-5741-FAKE,29/06/2015 02:35,FEMALE,13-17,549
1002,1000-0020-0746-FAKE,29/06/2015 13:34,FEMALE,35-39,99
1003,1000-0020-7162-FAKE,29/06/2015 05:59,FEMALE,50-64,399
1004,1000-0021-3692-FAKE,29/06/2015 17:40,FEMALE,40-49,99
1005,1000-0006-3461-FAKE,30/06/2015 00:16,FEMALE,18-24,99
1006,1000-0010-2178-FAKE,30/06/2015 01:35,FEMALE,50-64,299
1007,1000-0010-7175-FAKE,30/06/2015 07:49,FEMALE,50-64,4999
1008,1000-0015-7180-FAKE,30/06/2015 09:15,FEMALE,18-24,549
1009,1000-0015-7218-FAKE,30/06/2015 14:22,FEMALE,50-64,399
1010,1000-0016-4480-FAKE,30/06/2015 10:28,FEMALE,18-24,1999
1011,1000-0017-4638-FAKE,30/06/2015 10:05,FEMALE,13-17,299
1012,1000-0018-0601-FAKE,30/06/2015 14:47,FEMALE,40-49,299
1013,1000-0018-2817-FAKE,30/06/2015 10:19,MALE,50-64,299
1014,1000-0018-3782-FAKE,30/06/2015 18:34,FEMALE,35-39,399
1015,1000-0019-5741-FAKE,30/06/2015 16:25,FEMALE,13-17,399
1016,1000-0021-3692-FAKE,30/06/2015 05:08,FEMALE,40-49,4999
1017,1000-0003-6210-FAKE,01/07/2015 04:22,MALE,30-34,549
1018,1000-0005-6775-FAKE,01/07/2015 11:54,FEMALE,35-39,2999
1019,1000-0010-5425-FAKE,01/07/2015 19:48,FEMALE,40-49,999
1020,1000-0013-2905-FAKE,01/07/2015 03:55,UNKNOWN,UNKNOWN,999
1021,1000-0015-7218-FAKE,01/07/2015 16:27,FEMALE,50-64,999
1022,1000-0016-5314-FAKE,01/07/2015 03:12,FEMALE,30-34,999
1023,1000-0016-8337-FAKE,01/07/2015 16:35,FEMALE,13-17,999
1024,1000-0018-3782-FAKE,01/07/2015 01:33,FEMALE,35-39,99
1025,1000-0019-9395-FAKE,01/07/2015 03:44,FEMALE,13-17,99
1026,1000-0019-9765-FAKE,01/07/2015 04:43,FEMALE,25-29,299
1027,1000-0020-7974-FAKE,01/07/2015 13:17,FEMALE,13-17,1999
1028,1000-0021-5588-FAKE,01/07/2015 13:43,FEMALE,18-24,1499
1029,1000-0016-5854-FAKE,02/07/2015 03:49,FEMALE,25-29,99
1030,1000-0005-6775-FAKE,08/06/2015 13:08,FEMALE,35-39,299
1031,1000-0005-9382-FAKE,08/06/2015 16:09,FEMALE,25-29,399
1032,1000-0007-5934-FAKE,08/06/2015 07:44,FEMALE,40-49,1499
1033,1000-0007-9866-FAKE,08/06/2015 16:34,FEMALE,30-34,99
1034,1000-0008-0228-FAKE,08/06/2015 09:35,FEMALE,18-24,299
1035,1000-0010-5425-FAKE,08/06/2015 03:00,FEMALE,40-49,299
1036,1000-0011-8769-FAKE,08/06/2015 01:32,MALE,50-64,299
1037,1000-0013-5325-FAKE,08/06/2015 22:46,UNKNOWN,UNKNOWN,99
1038,1000-0014-0125-FAKE,08/06/2015 05:19,FEMALE,30-34,99
1039,1000-0016-8337-FAKE,08/06/2015 06:51,FEMALE,13-17,99
1040,1000-0017-4256-FAKE,08/06/2015 00:33,FEMALE,25-29,99
1041,1000-0017-4638-FAKE,08/06/2015 02:43,FEMALE,13-17,299
1042,1000-0017-7823-FAKE,08/06/2015 06:46,FEMALE,35-39,99
1043,1000-0019-0743-FAKE,08/06/2015 16:15,FEMALE,30-34,99
1044,1000-0020-3109-FAKE,08/06/2015 13:35,MALE,40-49,299
1045,1000-0020-3359-FAKE,08/06/2015 15:39,FEMALE,18-24,1499
1046,1000-0010-2825-FAKE,09/06/2015 01:01,FEMALE,50-64,299
1047,1000-0010-9638-FAKE,09/06/2015 06:05,FEMALE,13-17,99
1048,1000-0015-7180-FAKE,09/06/2015 16:31,FEMALE,18-24,299
1049,1000-0015-7218-FAKE,09/06/2015 16:33,FEMALE,50-64,299
1050,1000-0016-5314-FAKE,09/06/2015 08:50,FEMALE,30-34,99
1051,1000-0017-1580-FAKE,09/06/2015 19:37,FEMALE,25-29,99
1052,1000-0017-9338-FAKE,09/06/2015 09:40,FEMALE,13-17,299
1053,1000-0017-9710-FAKE,09/06/2015 18:46,MALE,30-34,99
1054,1000-0020-2622-FAKE,09/06/2015 16:22,FEMALE,40-49,99
1055,1000-0020-4103-FAKE,09/06/2015 02:12,FEMALE,18-24,299
1056,1000-0000-7216-FAKE,10/06/2015 04:15,FEMALE,18-24,299
1057,1000-0005-6775-FAKE,10/06/2015 05:05,FEMALE,35-39,99
1058,1000-0008-4471-FAKE,10/06/2015 04:24,FEMALE,50-64,999
1059,1000-0012-7463-FAKE,10/06/2015 04:52,FEMALE,18-24,999
1060,1000-0013-0134-FAKE,10/06/2015 06:56,FEMALE,40-49,299
1061,1000-0016-4480-FAKE,10/06/2015 15:34,FEMALE,18-24,399
1062,1000-0017-1580-FAKE,10/06/2015 03:13,FEMALE,25-29,99
1063,1000-0017-7530-FAKE,10/06/2015 11:21,FEMALE,30-34,299
1064,1000-0017-9710-FAKE,10/06/2015 03:27,MALE,30-34,299
1065,1000-0019-0291-FAKE,10/06/2015 08:39,FEMALE,25-29,549
1066,1000-0020-3109-FAKE,10/06/2015 13:44,MALE,40-49,299
1067,1000-0020-4103-FAKE,10/06/2015 05:07,FEMALE,18-24,99
1068,1000-0005-9382-FAKE,11/06/2015 17:41,FEMALE,25-29,299
1069,1000-0006-3461-FAKE,11/06/2015 17:33,FEMALE,18-24,99
1070,1000-0010-2178-FAKE,11/06/2015 00:06,FEMALE,50-64,549
1071,1000-0010-2178-FAKE,11/06/2015 13:06,FEMALE,50-64,399
1072,1000-0013-5325-FAKE,11/06/2015 07:45,UNKNOWN,UNKNOWN,99
1073,1000-0013-6740-FAKE,11/06/2015 15:20,FEMALE,25-29,999
1074,1000-0014-0125-FAKE,11/06/2015 15:56,FEMALE,30-34,99
1075,1000-0016-4060-FAKE,11/06/2015 04:44,FEMALE,40-49,999
1076,1000-0016-5854-FAKE,11/06/2015 00:46,FEMALE,25-29,549
1077,1000-0017-7530-FAKE,11/06/2015 02:10,FEMALE,30-34,99
1078,1000-0017-7823-FAKE,11/06/2015 16:11,FEMALE,35-39,99
1079,1000-0019-0743-FAKE,11/06/2015 02:00,FEMALE,30-34,99
1080,1000-0019-9395-FAKE,11/06/2015 08:34,FEMALE,13-17,99
1081,1000-0021-0024-FAKE,11/06/2015 05:44,FEMALE,25-29,549
1082,1000-0005-9382-FAKE,12/06/2015 11:14,FEMALE,25-29,99
1083,1000-0011-8890-FAKE,12/06/2015 23:34,FEMALE,50-64,999
1084,1000-0013-0134-FAKE,12/06/2015 07:51,FEMALE,40-49,399
1085,1000-0013-6740-FAKE,12/06/2015 05:35,FEMALE,25-29,99
1086,1000-0014-0125-FAKE,12/06/2015 11:41,FEMALE,30-34,2999
1087,1000-0016-0809-FAKE,12/06/2015 02:44,FEMALE,18-24,99
1088,1000-0016-4060-FAKE,12/06/2015 19:51,FEMALE,40-49,299
1089,1000-0016-5854-FAKE,12/06/2015 05:01,FEMALE,25-29,999
1090,1000-0016-9208-FAKE,12/06/2015 14:54,FEMALE,25-29,1999
1091,1000-0021-1007-FAKE,12/06/2015 00:35,MALE,18-24,99
1092,1000-0021-2841-FAKE,12/06/2015 23:48,MALE,30-34,299
1093,1000-0005-9382-FAKE,13/06/2015 03:56,FEMALE,25-29,299
1094,1000-0010-9638-FAKE,13/06/2015 09:40,FEMALE,13-17,549
1095,1000-0013-6740-FAKE,13/06/2015 04:37,FEMALE,25-29,299
1096,1000-0013-9760-FAKE,13/06/2015 17:56,FEMALE,50-64,99
1097,1000-0015-0280-FAKE,13/06/2015 16:06,FEMALE,30-34,299
1098,1000-0015-7218-FAKE,13/06/2015 08:02,FEMALE,50-64,1499
1099,1000-0016-4060-FAKE,13/06/2015 02:57,FEMALE,40-49,399
1100,1000-0018-2817-FAKE,13/06/2015 08:07,MALE,50-64,549
1101,1000-0003-6210-FAKE,14/06/2015 03:07,MALE,30-34,99
1102,1000-0007-5934-FAKE,14/06/2015 05:30,FEMALE,40-49,999
1103,1000-0010-2178-FAKE,14/06/2015 05:05,FEMALE,50-64,549
1104,1000-0010-5425-FAKE,14/06/2015 13:48,FEMALE,40-49,99
1105,1000-0013-5325-FAKE,14/06/2015 03:07,UNKNOWN,UNKNOWN,99
1106,1000-0014-0125-FAKE,14/06/2015 18:51,FEMALE,30-34,299
1107,1000-0017-4256-FAKE,14/06/2015 12:28,FEMALE,25-29,399
1108,1000-0018-0601-FAKE,14/06/2015 00:48,FEMALE,40-49,99
1109,1000-0018-3782-FAKE,14/06/2015 06:51,FEMALE,35-39,999
1110,1000-0019-0291-FAKE,14/06/2015 12:54,FEMALE,25-29,99
1111,1000-0019-0743-FAKE,14/06/2015 03:20,FEMALE,30-34,99
1112,1000-0019-7396-FAKE,14/06/2015 17:58,MALE,50-64,2999
1113,1000-0019-9395-FAKE,14/06/2015 06:22,FEMALE,13-17,299
1114,1000-0021-4099-FAKE,14/06/2015 16:59,MALE,50-64,999
1115,1000-0007-5934-FAKE,15/06/2015 04:02,FEMALE,40-49,999
1116,1000-0007-9866-FAKE,15/06/2015 19:47,FEMALE,30-34,549
1117,1000-0010-2178-FAKE,15/06/2015 04:18,FEMALE,50-64,299
1118,1000-0010-5425-FAKE,15/06/2015 18:03,FEMALE,40-49,299
1119,1000-0011-8890-FAKE,15/06/2015 20:32,FEMALE,50-64,399
1120,1000-0013-2905-FAKE,15/06/2015 00:31,UNKNOWN,UNKNOWN,99
1121,1000-0013-5325-FAKE,15/06/2015 09:13,UNKNOWN,UNKNOWN,399
1122,1000-0016-5314-FAKE,15/06/2015 04:03,FEMALE,30-34,99
1123,1000-0016-5854-FAKE,15/06/2015 20:05,FEMALE,25-29,99
1124,1000-0020-2974-FAKE,15/06/2015 21:32,FEMALE,40-49,99
1125,1000-0020-7974-FAKE,15/06/2015 00:09,FEMALE,13-17,99
1126,1000-0021-2841-FAKE,15/06/2015 07:59,MALE,30-34,399
1127,1000-0004-5136-FAKE,16/06/2015 10:33,FEMALE,25-29,99
1128,1000-0005-6775-FAKE,16/06/2015 03:17,FEMALE,35-39,999
1129,1000-0005-8294-FAKE,16/06/2015 01:35,FEMALE,40-49,299
1130,1000-0010-9638-FAKE,16/06/2015 05:18,FEMALE,13-17,99
1131,1000-0015-0280-FAKE,16/06/2015 02:59,FEMALE,30-34,299
1132,1000-0016-0809-FAKE,16/06/2015 09:10,FEMALE,18-24,399
1133,1000-0017-7530-FAKE,16/06/2015 03:05,FEMALE,30-34,299
1134,1000-0019-3963-FAKE,16/06/2015 09:05,FEMALE,50-64,1999
1135,1000-0021-2841-FAKE,16/06/2015 11:02,MALE,30-34,99
1136,1000-0001-2117-FAKE,02/07/2015 21:03,FEMALE,35-39,99
1137,1000-0005-8294-FAKE,02/07/2015 10:10,FEMALE,40-49,99
1138,1000-0007-7962-FAKE,02/07/2015 20:05,MALE,18-24,299
1139,1000-0008-0509-FAKE,02/07/2015 14:34,FEMALE,30-34,399
1140,1000-0008-4315-FAKE,02/07/2015 09:39,FEMALE,18-24,99
1141,1000-0010-0709-FAKE,02/07/2015 10:11,FEMALE,40-49,99
1142,1000-0011-3798-FAKE,02/07/2015 13:08,FEMALE,40-49,399
1143,1000-0011-6634-FAKE,02/07/2015 07:46,FEMALE,13-17,2499
1144,1000-0011-8890-FAKE,02/07/2015 08:35,FEMALE,50-64,299
1145,1000-0013-9898-FAKE,02/07/2015 21:19,FEMALE,40-49,549
1146,1000-0015-3690-FAKE,02/07/2015 18:53,FEMALE,50-64,399
1147,1000-0015-7386-FAKE,02/07/2015 12:31,FEMALE,40-49,99
1148,1000-0017-4638-FAKE,02/07/2015 23:59,FEMALE,13-17,99
1149,1000-0017-6612-FAKE,02/07/2015 09:38,FEMALE,25-29,99
1150,1000-0017-8620-FAKE,02/07/2015 14:09,FEMALE,30-34,999
1151,1000-0018-1840-FAKE,02/07/2015 12:31,FEMALE,50-64,399
1152,1000-0019-1867-FAKE,02/07/2015 16:45,FEMALE,40-49,99
1153,1000-0019-9395-FAKE,02/07/2015 14:34,FEMALE,13-17,399
1154,1000-0019-9765-FAKE,02/07/2015 09:37,FEMALE,25-29,299
1155,1000-0020-1171-FAKE,02/07/2015 17:47,FEMALE,40-49,299
1156,1000-0020-4379-FAKE,02/07/2015 20:43,MALE,25-29,549
1157,1000-0020-7048-FAKE,02/07/2015 17:59,FEMALE,30-34,1999
1158,1000-0022-1676-FAKE,02/07/2015 08:40,FEMALE,25-29,2999
1159,1000-0000-1168-FAKE,03/07/2015 14:58,FEMALE,25-29,999
1160,1000-0000-1226-FAKE,03/07/2015 02:56,FEMALE,40-49,299
1161,1000-0001-4504-FAKE,03/07/2015 04:18,FEMALE,30-34,99
1162,1000-0002-0611-FAKE,03/07/2015 01:07,FEMALE,13-17,299
1163,1000-0003-7611-FAKE,03/07/2015 05:11,FEMALE,50-64,299
1164,1000-0003-8902-FAKE,03/07/2015 18:19,FEMALE,40-49,99
1165,1000-0004-0493-FAKE,03/07/2015 13:21,FEMALE,40-49,99
1166,1000-0004-8005-FAKE,03/07/2015 16:00,FEMALE,50-64,99
1167,1000-0005-3383-FAKE,03/07/2015 09:15,MALE,40-49,299
1168,1000-0006-7642-FAKE,03/07/2015 00:15,FEMALE,25-29,299
1169,1000-0006-9939-FAKE,03/07/2015 03:52,FEMALE,25-29,299
1170,1000-0007-5934-FAKE,03/07/2015 13:38,FEMALE,40-49,1999
1171,1000-0008-5530-FAKE,03/07/2015 06:28,FEMALE,18-24,299
1172,1000-0008-6689-FAKE,03/07/2015 04:08,FEMALE,35-39,99
1173,1000-0009-6051-FAKE,03/07/2015 10:30,FEMALE,13-17,99
1174,1000-0009-7080-FAKE,03/07/2015 05:25,MALE,40-49,299
1175,1000-0009-7488-FAKE,03/07/2015 13:18,FEMALE,30-34,399
1176,1000-0010-3025-FAKE,03/07/2015 19:06,FEMALE,18-24,299
1177,1000-0010-4359-FAKE,03/07/2015 17:53,FEMALE,25-29,999
1178,1000-0010-7904-FAKE,03/07/2015 12:51,FEMALE,18-24,549
1179,1000-0011-2554-FAKE,03/07/2015 13:23,FEMALE,18-24,99
1180,1000-0013-7248-FAKE,03/07/2015 01:09,FEMALE,30-34,99
1181,1000-0013-7300-FAKE,03/07/2015 03:20,FEMALE,50-64,299
1182,1000-0014-3319-FAKE,03/07/2015 12:38,MALE,35-39,1999
1183,1000-0014-9766-FAKE,03/07/2015 20:00,FEMALE,18-24,999
1184,1000-0016-5314-FAKE,03/07/2015 06:11,FEMALE,30-34,99
1185,1000-0016-8337-FAKE,03/07/2015 03:58,FEMALE,13-17,299
1186,1000-0017-6863-FAKE,03/07/2015 14:46,FEMALE,40-49,2999
1187,1000-0017-8790-FAKE,03/07/2015 04:01,FEMALE,18-24,99
1188,1000-0018-2141-FAKE,03/07/2015 03:07,MALE,50-64,549
1189,1000-0019-1867-FAKE,03/07/2015 13:28,FEMALE,40-49,99
1190,1000-0019-2908-FAKE,03/07/2015 15:58,FEMALE,40-49,549
1191,1000-0019-5637-FAKE,03/07/2015 14:41,FEMALE,35-39,999
1192,1000-0019-5741-FAKE,03/07/2015 21:05,FEMALE,13-17,399
1193,1000-0019-7396-FAKE,03/07/2015 12:13,MALE,50-64,2499
1194,1000-0021-5041-FAKE,03/07/2015 03:02,FEMALE,18-24,299
1195,1000-0021-7927-FAKE,03/07/2015 07:52,FEMALE,40-49,299
1196,1000-0021-8129-FAKE,03/07/2015 06:41,FEMALE,50-64,299
1197,1000-0021-9176-FAKE,03/07/2015 14:00,MALE,30-34,299
1198,1000-0021-9326-FAKE,03/07/2015 06:34,FEMALE,25-29,299
1199,1000-0021-9734-FAKE,03/07/2015 07:48,FEMALE,30-34,99
1200,1000-0022-0412-FAKE,03/07/2015 02:15,FEMALE,40-49,549
1201,1000-0022-2363-FAKE,03/07/2015 04:32,MALE,40-49,99
1202,1000-0022-3213-FAKE,03/07/2015 07:27,FEMALE,50-64,99
1203,1000-0022-4820-FAKE,03/07/2015 11:41,MALE,50-64,99
1204,1000-0022-5922-FAKE,03/07/2015 11:03,FEMALE,25-29,99
1205,1000-0002-1887-FAKE,04/07/2015 15:14,FEMALE,25-29,99
1206,1000-0002-6057-FAKE,04/07/2015 06:31,FEMALE,40-49,99
1207,1000-0005-9382-FAKE,04/07/2015 04:52,FEMALE,25-29,299
1208,1000-0009-6051-FAKE,04/07/2015 14:00,FEMALE,13-17,99
1209,1000-0010-4359-FAKE,04/07/2015 05:44,FEMALE,25-29,99
1210,1000-0011-6634-FAKE,04/07/2015 02:33,FEMALE,13-17,1499
1211,1000-0011-8890-FAKE,04/07/2015 00:07,FEMALE,50-64,1999
1212,1000-0012-1131-FAKE,04/07/2015 05:53,FEMALE,30-34,99
1213,1000-0012-2224-FAKE,04/07/2015 06:50,FEMALE,50-64,99
1214,1000-0012-4885-FAKE,04/07/2015 22:05,FEMALE,18-24,399
1215,1000-0012-5736-FAKE,04/07/2015 06:21,FEMALE,18-24,99
1216,1000-0013-0134-FAKE,04/07/2015 20:13,FEMALE,40-49,99
1217,1000-0013-5999-FAKE,04/07/2015 17:14,FEMALE,50-64,399
1218,1000-0013-7300-FAKE,04/07/2015 01:54,FEMALE,50-64,299
1219,1000-0013-9898-FAKE,04/07/2015 21:47,FEMALE,40-49,99
1220,1000-0013-9998-FAKE,04/07/2015 16:34,FEMALE,50-64,99
1221,1000-0014-0125-FAKE,04/07/2015 07:48,FEMALE,30-34,99
1222,1000-0015-4518-FAKE,04/07/2015 06:54,FEMALE,25-29,99
1223,1000-0015-6206-FAKE,04/07/2015 10:11,FEMALE,40-49,399
1224,1000-0016-1826-FAKE,04/07/2015 13:17,FEMALE,18-24,549
1225,1000-0016-5314-FAKE,04/07/2015 01:54,FEMALE,30-34,99
1226,1000-0016-5507-FAKE,04/07/2015 14:00,FEMALE,40-49,99
1227,1000-0016-8337-FAKE,04/07/2015 03:17,FEMALE,13-17,99
1228,1000-0016-9067-FAKE,04/07/2015 23:57,MALE,25-29,549
1229,1000-0017-1580-FAKE,04/07/2015 15:01,FEMALE,25-29,299
1230,1000-0017-3098-FAKE,04/07/2015 00:40,FEMALE,40-49,99
1231,1000-0017-4400-FAKE,04/07/2015 14:14,FEMALE,18-24,99
1232,1000-0017-4638-FAKE,04/07/2015 16:14,FEMALE,13-17,549
1233,1000-0018-0601-FAKE,04/07/2015 01:35,FEMALE,40-49,399
1234,1000-0018-1852-FAKE,04/07/2015 07:53,FEMALE,25-29,99
1235,1000-0018-1871-FAKE,04/07/2015 09:46,FEMALE,25-29,1499
1236,1000-0018-3782-FAKE,04/07/2015 12:50,FEMALE,35-39,99
1237,1000-0018-5823-FAKE,04/07/2015 09:00,FEMALE,18-24,299
1238,1000-0019-2908-FAKE,04/07/2015 04:42,FEMALE,40-49,1499
1239,1000-0019-3963-FAKE,04/07/2015 04:11,FEMALE,50-64,99
1240,1000-0019-5637-FAKE,04/07/2015 06:57,FEMALE,35-39,99
1241,1000-0020-3030-FAKE,04/07/2015 09:56,MALE,50-64,399
1242,1000-0020-4379-FAKE,04/07/2015 02:42,MALE,25-29,999
1243,1000-0020-4882-FAKE,04/07/2015 01:50,FEMALE,13-17,299
1244,1000-0020-7310-FAKE,04/07/2015 07:23,FEMALE,18-24,299
1245,1000-0021-3692-FAKE,04/07/2015 09:01,FEMALE,40-49,99
1246,1000-0021-5041-FAKE,04/07/2015 07:55,FEMALE,18-24,2999
1247,1000-0021-6861-FAKE,04/07/2015 11:31,MALE,18-24,299
1248,1000-0021-8129-FAKE,04/07/2015 15:10,FEMALE,50-64,99
1249,1000-0021-9734-FAKE,04/07/2015 13:11,FEMALE,30-34,999
1250,1000-0022-0544-FAKE,04/07/2015 09:44,FEMALE,50-64,299
1251,1000-0002-2813-FAKE,05/07/2015 07:04,FEMALE,40-49,99
1252,1000-0002-8778-FAKE,05/07/2015 01:16,FEMALE,50-64,999
1253,1000-0003-5035-FAKE,05/07/2015 04:13,FEMALE,35-39,99
1254,1000-0004-2408-FAKE,05/07/2015 07:36,FEMALE,18-24,99
1255,1000-0005-7541-FAKE,05/07/2015 12:01,FEMALE,13-17,399
1256,1000-0005-8533-FAKE,05/07/2015 13:59,FEMALE,18-24,1499
1257,1000-0006-3461-FAKE,05/07/2015 23:54,FEMALE,18-24,299
1258,1000-0006-7003-FAKE,05/07/2015 05:38,FEMALE,50-64,549
1259,1000-0008-0509-FAKE,05/07/2015 19:38,FEMALE,30-34,99
1260,1000-0008-4471-FAKE,05/07/2015 08:17,FEMALE,50-64,549
1261,1000-0011-6634-FAKE,05/07/2015 12:25,FEMALE,13-17,99
1262,1000-0011-7598-FAKE,05/07/2015 19:16,FEMALE,25-29,99
1263,1000-0011-8890-FAKE,05/07/2015 07:01,FEMALE,50-64,99
1264,1000-0013-5072-FAKE,05/07/2015 00:42,UNKNOWN,UNKNOWN,99
1265,1000-0013-6070-FAKE,05/07/2015 05:39,FEMALE,40-49,299
1266,1000-0014-0125-FAKE,05/07/2015 03:02,FEMALE,30-34,99
1267,1000-0015-4421-FAKE,05/07/2015 03:47,FEMALE,25-29,4999
1268,1000-0015-5205-FAKE,05/07/2015 13:15,FEMALE,18-24,399
